FileName,Greenery,Land/Barren Land,Construction
global_monthly_2018_06_mosaic_L15-0544E-1228N_2176_3279_13 2.tif,81.497,13.378,18.436
global_monthly_2019_09_mosaic_L15-1479E-1101N_5916_3785_13.tif,69.96,30.612,4.898
global_monthly_2018_03_mosaic_L15-1015E-1062N_4061_3941_13 2.tif,83.305,18.341,5.936
global_monthly_2018_11_mosaic_L15-1672E-1207N_6691_3363_13.tif,47.139,48.58,15.309
global_monthly_2019_12_mosaic_L15-1709E-1112N_6838_3742_13 2.tif,91.635,7.294,8.801
global_monthly_2020_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,75.25,31.219,1.13
global_monthly_2018_09_mosaic_L15-1209E-1113N_4838_3737_13.tif,19.365,88.844,6.352
global_monthly_2019_02_mosaic_L15-0368E-1245N_1474_3210_13 2.tif,0.776,89.236,34.525
global_monthly_2019_07_mosaic_L15-1204E-1204N_4819_3372_13 2.tif,32.141,60.182,83.011
global_monthly_2019_02_mosaic_L15-0595E-1278N_2383_3079_13.tif,13.308,84.976,3.189
global_monthly_2018_09_mosaic_L15-1298E-1322N_5193_2903_13 2.tif,39.973,65.023,2.993
global_monthly_2019_12_mosaic_L15-0457E-1135N_1831_3648_13.tif,49.71,56.191,10.193
global_monthly_2019_10_mosaic_L15-1298E-1322N_5193_2903_13.tif,36.383,70.478,0.735
global_monthly_2018_07_mosaic_L15-1209E-1113N_4838_3737_13.tif,31.553,89.623,0.981
global_monthly_2019_05_mosaic_L15-0577E-1243N_2309_3217_13.tif,86.899,14.399,6.83
global_monthly_2019_07_mosaic_L15-1479E-1101N_5916_3785_13.tif,25.511,76.752,4.448
global_monthly_2019_10_mosaic_L15-1172E-1306N_4688_2967_13 2.tif,73.357,34.25,2.059
global_monthly_2019_06_mosaic_L15-1439E-1134N_5759_3655_13.tif,32.807,73.555,2.978
global_monthly_2018_05_mosaic_L15-0566E-1185N_2265_3451_13.tif,50.838,10.424,4.819
global_monthly_2018_04_mosaic_L15-0487E-1246N_1950_3207_13 2.tif,92.255,6.125,5.622
global_monthly_2018_02_mosaic_L15-0361E-1300N_1446_2989_13 2.tif,25.359,73.619,22.036
global_monthly_2019_06_mosaic_L15-0595E-1278N_2383_3079_13 2.tif,80.327,21.938,3.867
global_monthly_2018_08_mosaic_L15-0614E-0946N_2459_4406_13.tif,0.389,87.511,8.648
global_monthly_2017_09_mosaic_L15-1203E-1203N_4815_3378_13.tif,0,7.384,98.755
global_monthly_2019_05_mosaic_L15-1049E-1370N_4196_2710_13.tif,56.038,37.852,19.77
global_monthly_2019_07_mosaic_L15-0331E-1257N_1327_3160_13 2.tif,11.096,82.265,33.384
global_monthly_2018_08_mosaic_L15-0683E-1006N_2732_4164_13.tif,82.474,16.762,9.729
global_monthly_2018_01_mosaic_L15-1709E-1112N_6838_3742_13.tif,90.479,14.517,2.383
global_monthly_2018_12_mosaic_L15-1669E-1153N_6678_3579_13 2.tif,64.313,27.812,22.877
global_monthly_2019_03_mosaic_L15-1690E-1211N_6763_3346_13 2.tif,36.436,65.829,6.814
global_monthly_2017_07_mosaic_L15-1203E-1203N_4815_3378_13.tif,0,0.889,99.58
global_monthly_2018_06_mosaic_L15-0614E-0946N_2459_4406_13.tif,14.56,84.224,8.111
global_monthly_2018_12_mosaic_L15-1138E-1216N_4553_3325_13.tif,6.393,92.52,13.929
global_monthly_2019_04_mosaic_L15-0544E-1228N_2176_3279_13.tif,71.756,25.29,14.439
global_monthly_2019_03_mosaic_L15-1203E-1203N_4815_3378_13 2.tif,4.982,46.016,92.598
global_monthly_2018_06_mosaic_L15-0683E-1006N_2732_4164_13.tif,90.709,10.215,6.5
global_monthly_2018_03_mosaic_L15-1025E-1366N_4102_2726_13.tif,78.699,23.973,7.801
global_monthly_2018_10_mosaic_L15-1276E-1107N_5105_3761_13.tif,4.044,97.761,27.889
global_monthly_2018_05_mosaic_L15-1185E-0935N_4742_4450_13.tif,38.569,68.143,6.478
global_monthly_2019_03_mosaic_L15-0357E-1223N_1429_3296_13.tif,53.839,43.993,15.977
global_monthly_2018_04_mosaic_L15-1691E-1211N_6764_3347_13 2.tif,75.94,27.61,9.097
global_monthly_2019_08_mosaic_L15-0357E-1223N_1429_3296_13 2.tif,29.634,72.94,11.704
global_monthly_2018_01_mosaic_L15-1690E-1211N_6763_3346_13.tif,25.767,78.57,3.538
global_monthly_2019_12_mosaic_L15-1172E-1306N_4688_2967_13.tif,64.913,39.758,1.598
global_monthly_2019_07_mosaic_L15-1669E-1153N_6678_3579_13 2.tif,27.437,5.962,6.559
global_monthly_2018_04_mosaic_L15-0595E-1278N_2383_3079_13.tif,41.616,62.206,15.633
global_monthly_2018_12_mosaic_L15-0331E-1257N_1327_3160_13 2.tif,70.558,34.132,4.108
global_monthly_2018_10_mosaic_L15-1748E-1247N_6993_3202_13.tif,73.352,21.307,13.659
global_monthly_2019_01_mosaic_L15-1209E-1113N_4838_3737_13.tif,18.172,87.239,0.537
global_monthly_2018_02_mosaic_L15-1538E-1163N_6154_3539_13 2.tif,72.108,30.387,6.22
global_monthly_2019_02_mosaic_L15-1439E-1134N_5759_3655_13 2.tif,36.906,67.193,3.51
global_monthly_2019_11_mosaic_L15-0487E-1246N_1950_3207_13 2.tif,43.12,63.427,4.088
global_monthly_2018_01_mosaic_L15-1479E-1101N_5916_3785_13.tif,65.135,37.329,2.962
global_monthly_2019_09_mosaic_L15-1481E-1119N_5927_3715_13 2.tif,91.691,10.171,5.975
global_monthly_2018_11_mosaic_L15-1703E-1219N_6813_3313_13.tif,35.355,65.345,9.453
global_monthly_2018_03_mosaic_L15-0434E-1218N_1736_3318_13.tif,0,96.857,4.655
global_monthly_2018_09_mosaic_L15-1389E-1284N_5557_3054_13 2.tif,24.66,81.563,43.663
global_monthly_2020_01_mosaic_L15-1296E-1198N_5184_3399_13.tif,99.492,6.167,74.764
global_monthly_2019_01_mosaic_L15-1335E-1166N_5342_3524_13 2.tif,0,0.767,100
global_monthly_2018_01_mosaic_L15-1210E-1025N_4840_4088_13 2.tif,88.619,13.366,0.23
global_monthly_2019_06_mosaic_L15-0632E-0892N_2528_4620_13 2.tif,0.148,92.007,59.649
global_monthly_2019_09_mosaic_L15-1617E-1207N_6468_3360_13.tif,89.639,8.756,10.657
global_monthly_2019_12_mosaic_L15-1185E-0935N_4742_4450_13 2.tif,44.226,59.593,7.148
global_monthly_2019_12_mosaic_L15-1138E-1216N_4553_3325_13 2.tif,7.625,91.158,20.371
global_monthly_2018_04_mosaic_L15-1200E-0847N_4802_4803_13 2.tif,80.699,20.394,7.273
global_monthly_2018_03_mosaic_L15-1481E-1119N_5927_3715_13 2.tif,13.194,90.725,5.528
global_monthly_2019_08_mosaic_L15-1615E-1206N_6460_3366_13.tif,89.075,9.887,3.063
global_monthly_2019_03_mosaic_L15-1389E-1284N_5557_3054_13 2.tif,5.266,96.339,4.71
global_monthly_2018_08_mosaic_L15-1672E-1207N_6691_3363_13 2.tif,67.812,24.328,32.841
global_monthly_2019_06_mosaic_L15-1615E-1206N_6460_3366_13.tif,88.015,10.878,3.992
global_monthly_2019_01_mosaic_L15-1049E-1370N_4196_2710_13 2.tif,85.062,15.066,8.455
global_monthly_2018_06_mosaic_L15-0683E-1006N_2732_4164_13 2.tif,90.709,10.215,6.5
global_monthly_2018_11_mosaic_L15-0571E-1075N_2287_3888_13.tif,77.684,18.065,24.365
global_monthly_2018_03_mosaic_L15-1204E-1202N_4816_3380_13.tif,0.344,43.784,97.55
global_monthly_2019_02_mosaic_L15-1296E-1198N_5184_3399_13.tif,11.999,76.596,82.237
global_monthly_2018_04_mosaic_L15-0331E-1257N_1327_3160_13.tif,63.898,36.157,11.294
global_monthly_2019_07_mosaic_L15-1617E-1207N_6468_3360_13.tif,81.195,18.057,12.801
global_monthly_2019_06_mosaic_L15-1025E-1366N_4102_2726_13 2.tif,75.308,20.756,12.226
global_monthly_2018_05_mosaic_L15-0977E-1187N_3911_3441_13.tif,0,0.899,99.938
global_monthly_2018_10_mosaic_L15-1289E-1169N_5156_3514_13 2.tif,7.417,46.315,86.115
global_monthly_2019_08_mosaic_L15-1538E-1163N_6154_3539_13 2.tif,90.437,11.673,3.065
global_monthly_2018_02_mosaic_L15-0357E-1223N_1429_3296_13 2.tif,43.347,54.56,17.236
global_monthly_2018_10_mosaic_L15-1669E-1160N_6678_3548_13.tif,75.58,14.168,18.094
global_monthly_2018_12_mosaic_L15-1848E-0793N_7394_5018_13.tif,16.633,68.72,4.548
global_monthly_2017_11_mosaic_L15-1615E-1205N_6460_3370_13.tif,72.783,28.303,9.713
global_monthly_2019_04_mosaic_L15-0361E-1300N_1446_2989_13.tif,66.639,31.188,20.136
global_monthly_2019_11_mosaic_L15-1200E-0847N_4802_4803_13 2.tif,82.529,20.322,5.737
global_monthly_2019_08_mosaic_L15-1335E-1166N_5342_3524_13.tif,98.371,1.18,99.456
global_monthly_2018_07_mosaic_L15-1138E-1216N_4553_3325_13 2.tif,0.142,22.885,13.717
global_monthly_2019_10_mosaic_L15-1200E-0847N_4802_4803_13.tif,70.652,36.093,4.981
global_monthly_2018_12_mosaic_L15-0586E-1127N_2345_3680_13.tif,62.367,37.002,10.948
global_monthly_2019_04_mosaic_L15-1389E-1284N_5557_3054_13.tif,8.839,92.589,9.763
global_monthly_2018_07_mosaic_L15-1185E-0935N_4742_4450_13 2.tif,1.103,90.478,6.273
global_monthly_2018_09_mosaic_L15-1203E-1203N_4815_3378_13 2.tif,0.189,21.937,97.338
global_monthly_2018_01_mosaic_L15-0571E-1075N_2287_3888_13 2.tif,82.243,17.564,12.612
global_monthly_2019_05_mosaic_L15-1289E-1169N_5156_3514_13 2.tif,2.374,30.487,96.425
global_monthly_2019_06_mosaic_L15-1615E-1205N_6460_3370_13 2.tif,74.599,24.446,6.254
global_monthly_2019_01_mosaic_L15-1014E-1375N_4056_2688_13.tif,92.647,9.274,3.803
global_monthly_2018_06_mosaic_L15-0577E-1243N_2309_3217_13 2.tif,92.102,6.875,8.931
global_monthly_2018_09_mosaic_L15-1690E-1211N_6763_3346_13 2.tif,78.112,14.754,12.915
global_monthly_2017_10_mosaic_L15-1690E-1211N_6763_3346_13.tif,87.28,14.198,8.543
global_monthly_2019_04_mosaic_L15-0358E-1220N_1433_3310_13.tif,29.533,64.188,22.457
global_monthly_2019_06_mosaic_L15-0358E-1220N_1433_3310_13 2.tif,11.067,80.488,26.72
global_monthly_2018_10_mosaic_L15-1481E-1119N_5927_3715_13.tif,92.555,13.484,0.798
global_monthly_2019_08_mosaic_L15-0361E-1300N_1446_2989_13 2.tif,46.217,50.331,19.64
global_monthly_2019_06_mosaic_L15-1335E-1166N_5342_3524_13.tif,0,0.974,100
global_monthly_2017_07_mosaic_L15-1204E-1202N_4816_3380_13 2.tif,0,0.671,99.603
global_monthly_2019_02_mosaic_L15-0331E-1257N_1327_3160_13.tif,74.738,27.454,3.786
global_monthly_2019_12_mosaic_L15-0924E-1108N_3699_3757_13.tif,70.868,10.058,13.104
global_monthly_2018_04_mosaic_L15-1296E-1198N_5184_3399_13.tif,0.977,45.813,94.339
global_monthly_2017_08_mosaic_L15-1669E-1160N_6679_3549_13 2.tif,73.785,20.809,10.146
global_monthly_2019_05_mosaic_L15-1204E-1202N_4816_3380_13.tif,0.701,44.241,98.314
global_monthly_2018_10_mosaic_L15-1204E-1202N_4816_3380_13 2.tif,0.085,29.092,97.295
global_monthly_2019_07_mosaic_L15-1748E-1247N_6993_3202_13 2.tif,77.941,13.7,16.249
global_monthly_2019_03_mosaic_L15-1298E-1322N_5193_2903_13 2.tif,19.649,82.327,1.011
global_monthly_2019_11_mosaic_L15-1210E-1025N_4840_4088_13.tif,81.222,19.477,1.896
global_monthly_2019_03_mosaic_L15-0977E-1187N_3911_3441_13.tif,0.021,16.544,99.513
global_monthly_2018_03_mosaic_L15-1669E-1153N_6678_3579_13.tif,57.279,34.243,24.662
global_monthly_2018_08_mosaic_L15-0368E-1245N_1474_3210_13 2.tif,0.929,69.083,72.939
global_monthly_2020_01_mosaic_L15-0595E-1278N_2383_3079_13.tif,59.879,48.392,4.452
global_monthly_2018_04_mosaic_L15-0586E-1127N_2345_3680_13 2.tif,53.898,48.4,14.809
global_monthly_2018_07_mosaic_L15-1014E-1375N_4056_2688_13.tif,56.821,46.7,8.849
global_monthly_2018_01_mosaic_L15-1209E-1113N_4838_3737_13 2.tif,10.247,91.669,5.042
global_monthly_2019_08_mosaic_L15-0457E-1135N_1831_3648_13 2.tif,63.456,33.656,18.456
global_monthly_2018_12_mosaic_L15-1748E-1247N_6993_3202_13 2.tif,37.15,62.259,7.866
global_monthly_2019_05_mosaic_L15-1204E-1202N_4816_3380_13 2.tif,0.701,44.241,98.314
global_monthly_2019_01_mosaic_L15-0434E-1218N_1736_3318_13 2.tif,0,96.578,2.532
global_monthly_2018_02_mosaic_L15-0358E-1220N_1433_3310_13.tif,28.923,62.405,25.678
global_monthly_2019_11_mosaic_L15-0506E-1204N_2027_3374_13.tif,81.447,10.73,3.04
global_monthly_2019_11_mosaic_L15-0586E-1127N_2345_3680_13 2.tif,81.663,18.372,3.947
global_monthly_2018_02_mosaic_L15-0361E-1300N_1446_2989_13.tif,25.359,73.619,22.036
global_monthly_2018_12_mosaic_L15-1289E-1169N_5156_3514_13.tif,10.841,51.632,81.499
global_monthly_2018_02_mosaic_L15-1389E-1284N_5557_3054_13.tif,6.818,94.445,19.058
global_monthly_2019_08_mosaic_L15-0387E-1276N_1549_3087_13 2.tif,14.615,70.121,36.076
global_monthly_2019_02_mosaic_L15-1617E-1207N_6468_3360_13 2.tif,81.44,21.631,10.383
global_monthly_2018_09_mosaic_L15-1014E-1375N_4056_2688_13.tif,77.294,22.538,6.881
global_monthly_2019_04_mosaic_L15-1479E-1101N_5916_3785_13 2.tif,13.191,91.444,1.487
global_monthly_2019_05_mosaic_L15-0544E-1228N_2176_3279_13 2.tif,79.7,14.69,6.098
global_monthly_2018_12_mosaic_L15-1203E-1203N_4815_3378_13.tif,8.667,62.985,79.708
global_monthly_2018_05_mosaic_L15-1014E-1375N_4056_2688_13 2.tif,77.578,24.202,7.789
global_monthly_2018_09_mosaic_L15-1703E-1219N_6813_3313_13 2.tif,88.61,11.409,7.215
global_monthly_2019_05_mosaic_L15-1014E-1375N_4056_2688_13.tif,81.941,21.228,7.256
global_monthly_2019_03_mosaic_L15-0924E-1108N_3699_3757_13 2.tif,39.986,44.037,57.368
global_monthly_2019_02_mosaic_L15-1335E-1166N_5342_3524_13.tif,0,2.785,99.953
global_monthly_2018_01_mosaic_L15-0368E-1245N_1474_3210_13 2.tif,3.346,91.235,31.292
global_monthly_2019_09_mosaic_L15-0977E-1187N_3911_3441_13 2.tif,0.133,51.97,99.16
global_monthly_2018_11_mosaic_L15-1709E-1112N_6838_3742_13 2.tif,74.394,25.013,6.565
global_monthly_2018_04_mosaic_L15-1204E-1204N_4819_3372_13 2.tif,6.333,34.537,89.323
global_monthly_2018_03_mosaic_L15-1615E-1206N_6460_3366_13 2.tif,76.127,25.745,2.784
global_monthly_2020_01_mosaic_L15-1439E-1134N_5759_3655_13.tif,36.516,69.602,4.427
global_monthly_2019_10_mosaic_L15-1289E-1169N_5156_3514_13.tif,79.498,29.718,81.673
global_monthly_2019_04_mosaic_L15-1709E-1112N_6838_3742_13 2.tif,47.948,54.336,11.898
global_monthly_2018_07_mosaic_L15-1204E-1202N_4816_3380_13.tif,0.052,18.047,98.992
global_monthly_2019_06_mosaic_L15-1296E-1198N_5184_3399_13.tif,0.539,16.807,97.591
global_monthly_2018_10_mosaic_L15-0924E-1108N_3699_3757_13.tif,12.135,40.345,13.651
global_monthly_2019_02_mosaic_L15-1615E-1206N_6460_3366_13.tif,64.053,40.499,1.758
global_monthly_2019_10_mosaic_L15-1014E-1375N_4056_2688_13 2.tif,85.54,16.334,4.118
global_monthly_2018_10_mosaic_L15-0544E-1228N_2176_3279_13 2.tif,71.202,25.691,13.551
global_monthly_2019_03_mosaic_L15-1617E-1207N_6468_3360_13.tif,83.881,19.718,6.55
global_monthly_2018_01_mosaic_L15-0977E-1187N_3911_3441_13.tif,0.073,16.517,98.596
global_monthly_2019_02_mosaic_L15-1848E-0793N_7394_5018_13 2.tif,10.426,90.261,2.922
global_monthly_2018_11_mosaic_L15-1479E-1101N_5916_3785_13 2.tif,58.435,43.017,3.063
global_monthly_2019_03_mosaic_L15-1669E-1160N_6679_3549_13 2.tif,67.356,32.07,6.85
global_monthly_2019_01_mosaic_L15-1669E-1153N_6678_3579_13.tif,69.773,24.957,20.677
global_monthly_2019_08_mosaic_L15-0434E-1218N_1736_3318_13 2.tif,0,95.188,3.592
global_monthly_2019_06_mosaic_L15-1172E-1306N_4688_2967_13 2.tif,86.728,13.587,6.534
global_monthly_2018_08_mosaic_L15-1209E-1113N_4838_3737_13 2.tif,54.673,81.769,0.677
global_monthly_2019_01_mosaic_L15-0457E-1135N_1831_3648_13 2.tif,6.346,84.88,27.745
global_monthly_2019_08_mosaic_L15-1296E-1198N_5184_3399_13.tif,96.471,6.195,88.067
global_monthly_2019_11_mosaic_L15-1204E-1204N_4819_3372_13 2.tif,45.172,65.379,63.492
global_monthly_2018_09_mosaic_L15-1204E-1202N_4816_3380_13.tif,0.202,35.181,98.388
global_monthly_2019_01_mosaic_L15-1538E-1163N_6154_3539_13 2.tif,87.977,15.742,1.548
global_monthly_2019_11_mosaic_L15-0632E-0892N_2528_4620_13.tif,0.009,14.872,95.275
global_monthly_2019_10_mosaic_L15-0595E-1278N_2383_3079_13 2.tif,77.569,25.896,3.979
global_monthly_2018_06_mosaic_L15-0361E-1300N_1446_2989_13.tif,48.926,44.129,28.207
global_monthly_2018_08_mosaic_L15-0358E-1220N_1433_3310_13.tif,3.341,84.002,33.55
global_monthly_2019_10_mosaic_L15-1848E-0793N_7394_5018_13.tif,52.354,6.707,0.812
global_monthly_2018_04_mosaic_L15-1669E-1153N_6678_3579_13 2.tif,53.661,29.252,34.567
global_monthly_2018_11_mosaic_L15-0368E-1245N_1474_3210_13.tif,0.021,82.436,44.489
global_monthly_2019_11_mosaic_L15-0331E-1257N_1327_3160_13 2.tif,13.198,89.798,4.401
global_monthly_2018_06_mosaic_L15-1389E-1284N_5557_3054_13.tif,7.647,88.376,70.137
global_monthly_2018_01_mosaic_L15-1672E-1207N_6691_3363_13 2.tif,59.014,50.444,8.403
global_monthly_2019_10_mosaic_L15-0586E-1127N_2345_3680_13.tif,75.478,26.438,4.946
global_monthly_2018_12_mosaic_L15-1200E-0847N_4802_4803_13.tif,70.116,34.472,7.232
global_monthly_2019_08_mosaic_L15-1049E-1370N_4196_2710_13 2.tif,67.232,29.335,16.591
global_monthly_2018_12_mosaic_L15-0487E-1246N_1950_3207_13 2.tif,15.012,84.774,4.892
global_monthly_2018_12_mosaic_L15-1691E-1211N_6764_3347_13 2.tif,71.107,37.8,2.34
global_monthly_2020_01_mosaic_L15-1709E-1112N_6838_3742_13 2.tif,79.576,20.446,7.565
global_monthly_2018_03_mosaic_L15-1014E-1375N_4056_2688_13.tif,77.18,26.736,5.542
global_monthly_2018_08_mosaic_L15-1389E-1284N_5557_3054_13.tif,33.914,79.158,49.933
global_monthly_2018_02_mosaic_L15-1335E-1166N_5342_3524_13 2.tif,45.061,7.447,99.852
global_monthly_2018_08_mosaic_L15-0361E-1300N_1446_2989_13.tif,42.117,50.003,25.702
global_monthly_2018_04_mosaic_L15-1335E-1166N_5342_3524_13.tif,0,0.62,100
global_monthly_2019_12_mosaic_L15-1481E-1119N_5927_3715_13.tif,77.606,28.557,1.796
global_monthly_2018_08_mosaic_L15-1210E-1025N_4840_4088_13 2.tif,67.944,37.243,0.912
global_monthly_2018_06_mosaic_L15-0358E-1220N_1433_3310_13.tif,7.503,85.981,27.074
global_monthly_2018_07_mosaic_L15-1669E-1153N_6678_3579_13.tif,56.541,11.096,18.564
global_monthly_2018_03_mosaic_L15-1669E-1160N_6678_3548_13 2.tif,72.152,20.009,12.363
global_monthly_2019_07_mosaic_L15-0487E-1246N_1950_3207_13 2.tif,81.777,16.25,6.637
global_monthly_2019_03_mosaic_L15-0760E-0887N_3041_4643_13 2.tif,82.002,18.335,8.871
global_monthly_2019_09_mosaic_L15-1296E-1198N_5184_3399_13 2.tif,96.604,20.82,84.095
global_monthly_2019_01_mosaic_L15-0361E-1300N_1446_2989_13 2.tif,35.736,69.067,7.725
global_monthly_2019_09_mosaic_L15-1716E-1211N_6864_3345_13 2.tif,63.065,36.853,14.773
global_monthly_2019_09_mosaic_L15-0977E-1187N_3911_3441_13.tif,0.133,51.97,99.16
global_monthly_2019_09_mosaic_L15-1276E-1107N_5105_3761_13 2.tif,66.341,67.098,4.609
global_monthly_2018_04_mosaic_L15-0331E-1257N_1327_3160_13 2.tif,63.898,36.157,11.294
global_monthly_2019_08_mosaic_L15-0331E-1257N_1327_3160_13.tif,13.331,86.186,15.48
global_monthly_2019_11_mosaic_L15-1669E-1153N_6678_3579_13 2.tif,78.269,24.034,11.15
global_monthly_2018_05_mosaic_L15-0595E-1278N_2383_3079_13 2.tif,86.824,17.32,18.194
global_monthly_2019_06_mosaic_L15-0331E-1257N_1327_3160_13.tif,19.567,78.39,18.433
global_monthly_2018_08_mosaic_L15-0571E-1075N_2287_3888_13 2.tif,64.636,26.27,33.119
global_monthly_2019_03_mosaic_L15-0506E-1204N_2027_3374_13 2.tif,88.146,12.553,5.48
global_monthly_2019_01_mosaic_L15-1204E-1202N_4816_3380_13.tif,1.127,56.01,93.45
global_monthly_2018_03_mosaic_L15-1438E-1134N_5753_3655_13 2.tif,58.288,45.295,15.889
global_monthly_2020_01_mosaic_L15-1479E-1101N_5916_3785_13 2.tif,74.529,27.046,3.575
global_monthly_2018_04_mosaic_L15-1615E-1206N_6460_3366_13.tif,76.997,24.288,4.578
global_monthly_2018_09_mosaic_L15-1669E-1153N_6678_3579_13.tif,73.62,22.196,21.184
global_monthly_2018_03_mosaic_L15-0614E-0946N_2459_4406_13 2.tif,64.843,37.054,12.941
global_monthly_2019_07_mosaic_L15-1691E-1211N_6764_3347_13 2.tif,89.25,11.502,2.775
global_monthly_2019_07_mosaic_L15-0977E-1187N_3911_3441_13.tif,0.225,58.671,99.128
global_monthly_2018_05_mosaic_L15-1617E-1207N_6468_3360_13.tif,92.255,9.869,5.854
global_monthly_2019_09_mosaic_L15-0614E-0946N_2459_4406_13 2.tif,8.455,89.162,10.999
global_monthly_2018_12_mosaic_L15-1200E-0847N_4802_4803_13 2.tif,70.116,34.472,7.232
global_monthly_2018_03_mosaic_L15-1209E-1113N_4838_3737_13.tif,11.969,90.705,16.082
global_monthly_2018_11_mosaic_L15-0760E-0887N_3041_4643_13.tif,48.711,25.705,11.887
global_monthly_2019_01_mosaic_L15-0357E-1223N_1429_3296_13 2.tif,58.717,43.113,9.919
global_monthly_2019_06_mosaic_L15-0595E-1278N_2383_3079_13.tif,80.327,21.938,3.867
global_monthly_2019_12_mosaic_L15-1748E-1247N_6993_3202_13.tif,29.918,76.396,1.994
global_monthly_2018_10_mosaic_L15-1172E-1306N_4688_2967_13.tif,74.401,31.118,2.557
global_monthly_2018_11_mosaic_L15-1716E-1211N_6864_3345_13.tif,53.461,44.362,13.905
global_monthly_2019_03_mosaic_L15-1479E-1101N_5916_3785_13.tif,26.571,72.592,2.247
global_monthly_2018_09_mosaic_L15-0506E-1204N_2027_3374_13 2.tif,92.254,5.545,6.763
global_monthly_2019_09_mosaic_L15-1438E-1134N_5753_3655_13 2.tif,92.76,7.84,12.142
global_monthly_2019_02_mosaic_L15-0571E-1075N_2287_3888_13 2.tif,53.593,33.784,14.034
global_monthly_2019_10_mosaic_L15-0632E-0892N_2528_4620_13 2.tif,0.031,14.749,92.92
global_monthly_2019_04_mosaic_L15-1138E-1216N_4553_3325_13 2.tif,3.215,84.748,34.676
global_monthly_2019_01_mosaic_L15-0577E-1243N_2309_3217_13.tif,61.415,41.735,5.215
global_monthly_2019_04_mosaic_L15-1185E-0935N_4742_4450_13 2.tif,65.71,38.582,6.301
global_monthly_2019_05_mosaic_L15-0577E-1243N_2309_3217_13 2.tif,86.899,14.399,6.83
global_monthly_2019_10_mosaic_L15-1025E-1366N_4102_2726_13 2.tif,88.751,13.066,2.651
global_monthly_2019_01_mosaic_L15-0434E-1218N_1736_3318_13.tif,0,96.578,2.532
global_monthly_2018_03_mosaic_L15-1276E-1107N_5105_3761_13 2.tif,1.991,92.857,49.961
global_monthly_2018_06_mosaic_L15-1289E-1169N_5156_3514_13 2.tif,0.045,14.122,99.14
global_monthly_2018_05_mosaic_L15-1615E-1205N_6460_3370_13 2.tif,79.425,18.562,14.206
global_monthly_2018_09_mosaic_L15-0760E-0887N_3041_4643_13 2.tif,64.491,36.977,5.298
global_monthly_2018_03_mosaic_L15-1296E-1198N_5184_3399_13 2.tif,2.288,39.799,93.309
global_monthly_2018_10_mosaic_L15-0683E-1006N_2732_4164_13 2.tif,76.88,18.998,16.32
global_monthly_2018_03_mosaic_L15-1716E-1211N_6864_3345_13 2.tif,41.217,59.369,20.04
global_monthly_2019_09_mosaic_L15-1669E-1160N_6678_3548_13 2.tif,77.998,17.713,5.841
global_monthly_2018_05_mosaic_L15-0358E-1220N_1433_3310_13 2.tif,12.492,74.42,35.429
global_monthly_2019_08_mosaic_L15-0595E-1278N_2383_3079_13.tif,89.68,11.218,4.184
global_monthly_2018_11_mosaic_L15-1185E-0935N_4742_4450_13 2.tif,0.412,94.57,7.112
global_monthly_2018_11_mosaic_L15-1138E-1216N_4553_3325_13 2.tif,4.063,91.828,17.571
global_monthly_2019_02_mosaic_L15-1615E-1205N_6460_3370_13.tif,62.312,44.331,4.401
global_monthly_2019_08_mosaic_L15-1335E-1166N_5342_3524_13 2.tif,98.371,1.18,99.456
global_monthly_2017_08_mosaic_L15-1203E-1203N_4815_3378_13 2.tif,0,1.806,99.455
global_monthly_2019_02_mosaic_L15-1210E-1025N_4840_4088_13 2.tif,72.05,29.905,1.314
global_monthly_2019_09_mosaic_L15-1185E-0935N_4742_4450_13.tif,12.401,90.556,2.09
global_monthly_2018_05_mosaic_L15-0632E-0892N_2528_4620_13 2.tif,0.005,42.175,86.268
global_monthly_2019_07_mosaic_L15-0566E-1185N_2265_3451_13.tif,99.677,0.441,4.154
global_monthly_2018_04_mosaic_L15-1439E-1134N_5759_3655_13.tif,29.911,75.01,5.821
global_monthly_2019_03_mosaic_L15-1709E-1112N_6838_3742_13.tif,33.402,67.922,10.828
global_monthly_2018_07_mosaic_L15-1049E-1370N_4196_2710_13.tif,58.53,35.792,23.936
global_monthly_2018_08_mosaic_L15-0544E-1228N_2176_3279_13.tif,83.31,17.575,7.231
global_monthly_2019_07_mosaic_L15-1200E-0847N_4802_4803_13 2.tif,62.129,44.415,3.679
global_monthly_2019_11_mosaic_L15-0487E-1246N_1950_3207_13.tif,43.12,63.427,4.088
global_monthly_2019_04_mosaic_L15-0683E-1006N_2732_4164_13.tif,88.693,11.945,7.177
global_monthly_2019_10_mosaic_L15-0358E-1220N_1433_3310_13 2.tif,9.318,83.271,20.842
global_monthly_2018_06_mosaic_L15-0544E-1228N_2176_3279_13.tif,81.497,13.378,18.436
global_monthly_2018_09_mosaic_L15-1049E-1370N_4196_2710_13.tif,73.638,22.223,20.262
global_monthly_2019_10_mosaic_L15-1138E-1216N_4553_3325_13.tif,5.547,94.454,19.247
global_monthly_2019_04_mosaic_L15-0614E-0946N_2459_4406_13.tif,53.935,47.418,7.853
global_monthly_2018_02_mosaic_L15-1049E-1370N_4196_2710_13 2.tif,60.353,37.435,16.353
global_monthly_2019_05_mosaic_L15-0683E-1006N_2732_4164_13 2.tif,85.759,9.144,22.364
