Country Name,Country Code,Year,Forest area (% of land area),Urban population (% of total population),Urban population growth (annual %),Access to electricity urban (% of urban population),Renewable energy consumption (% of total final energy consumption),Individuals using the Internet (% of population),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: energy depletion (% of GNI),Adjusted savings: mineral depletion (% of GNI),Merchandise trade (% of GDP),Adjusted savings: natural resources depletion (% of GNI),Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Trade (% of GDP),Forest rents (% of GDP),Mineral rents (% of GDP),GDP (current US$),GDP per capita PPP (current international $),GNI (current US$),Compulsory education duration (years),Probability of dying among children ages 5-9 years (per 1000),Probability of dying among adolescents ages 10-14 years (per 1000),Probability of dying among adolescents ages 15-19 years (per 1000),Probability of dying among youth ages 20-24 years (per 1000),Number of infant deaths,International tourism number of arrivals,Net bilateral aid flows from DAC donors United States (current US$),Net bilateral aid flows from DAC donors Japan (current US$),Net bilateral aid flows from DAC donors Germany (current US$),Net bilateral aid flows from DAC donors United Kingdom (current US$),Net bilateral aid flows from DAC donors Norway (current US$),Net bilateral aid flows from DAC donors Total (current US$),Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),International tourism expenditures (% of total imports),Communications computer etc. (% of service imports BoP),Foreign direct investment net outflows (BoP current US$),CO2 emissions (metric tons per capita),Cost of business start-up procedures (% of GNI per capita),Military expenditure (% of GDP),Import value index (2000 = 100),Market capitalization of listed domestic companies (% of GDP),Listed domestic companies total,Energy intensity level of primary energy (MJ/$2011 PPP GDP),PM2.5 air pollution population exposed to levels exceeding WHO guideline value (% of total),Research and development expenditure (% of GDP),Researchers in R&D (per million people),Automated teller machines (ATMs) (per 100000 adults),Hospital beds (per 1000 people),Physicians (per 1000 people),High-technology exports (current US$),New business density (new registrations per 1000 people ages 15-64),Exports as a capacity to import (constant LCU),International tourism number of departures
Belgium,BEL,2001,22.112186261558783,97.186,0.402615693084428,100.0,1.58050000667572,31.28839551,0.92207223475365,0.4463125207089835,0.15029330307244512,156.00362551445156,0.4876137632764733,71.61195892029392,67.96488091432498,139.57683983461888,0.0210152514602181,0.2818964049349683,236541297539.1499,28788.06284113739,240965995525.72708,12.0,0.7,0.7,2.4,3.7,526.0,6452000.0,5728833.210298061,7059201.406843185,16875786.474752277,869999.1017004251,1029381.8113220595,190810907.57945478,8.14988804,4.38102678605763,5.78285148203847,33.99048256506781,100646088999.99997,11.50432068220991,9.245980052796767,1.27650416647228,100.89855270000001,70.11164719452482,159.0,6.36294999468489,21.264392567090827,2.03279,3123.98921,63.2556148761245,6.62,2.8397,9572549638.256683,3.5586622771720187,223528958202.6429,6569999.999999999
Belize,BLZ,2001,63.678605874616395,45.381,3.0507659202937116,95.6307830810547,29.608400344848604,8.64344392108541,1.08314184507544,3.2051933710794187,6.87180312111065e-05,78.99960701726101,6.87180312111065e-05,51.07108669084063,69.37541079651699,120.44649748735759,0.274276580235123,9.15799485435498e-05,868358750.0,5765.982874712884,801309250.0,8.0,2.3,2.4,6.0,10.9,143.0,385000.0,1000000.0,629999.9952316284,140000.00059604645,6869999.885559082,29999.999329447746,16070000.056177378,4.63241482,5.8,7.650487274643103,24.07167070982341,11915.999969482422,2.0778772719431684,56.06613400254768,0.8550395710271261,98.61030048,34.750022351351795,200.48330057283286,6.38357317085772,nan,0.18978424240493905,140.93602758429574,21.689567094017733,1.3488009378071433,0.9527838319748652,2336603243.25761,1.4910006079803266,895335666.9287729,1176909.3705163978
Benin,BEN,2001,36.22871585668677,38.65,3.8473349312639638,49.6,66.8576965332031,0.36341789,0.965203177370592,0.0493461732154686,0.0006137068819206,27.19420255532966,1.3107830249136794,19.86857881155235,28.388591827667383,48.25717063921973,3.0866455550524,0.0008827920860953,3666222600.09828,1837.8053324519856,3651633531.8912115,6.0,20.5,10.9,10.4,11.9,24234.0,1155000.0,27430000.30517581,8260000.228881836,21870000.8392334,70000.00029802322,100000.0014901124,187890002.31213892,3.24910021,17.2,6.4380010855830285,15.551941595886735,-24849887.1138916,0.2600071671540859,135.11813158696955,0.357971127306215,101.63132140000002,12.369505265144149,65.16740282765943,7.325107098602389,nan,0.15662406830363795,68.19679702452775,2.490111931564452,0.8750605639618217,0.1374559083214119,53553333.03049572,0.4075693719662498,624663403127.1204,233203.1731929062
Bermuda,BMU,2001,18.51851851851852,100.0,1.079335216517312,100.0,1.410657807982248,47.5096999,0.5584670956403059,1.8427355352065544,0.26305211842762305,20.540782283194897,1.0076370495871716,63.388400891466844,45.55883546864688,108.94723636011372,0.032516882461114956,0.4008019464303831,3680483000.0000005,58516.59053519756,41283446145.20766,13.0,0.6621107546899246,0.7696540936658527,2.1133173279093667,3.2258802960823267,1264.0895538825453,458000.00000000006,59481712.08486116,2068214.0061879158,18848367.676381245,439300.0324450731,757292.1081456728,19999.999552965164,4.601059368513087,12.061936113258147,9.08618960587595,23.91750469461395,22800000.000030518,4.408906479053984,5.142338111547178,1.8961732079443805,100.1390821,69.50174746086316,22.0,2.16596840842372,13.470284463444132,0.22518316729886975,406.55632626687304,54.794873023315944,nan,1.4309176136014194,336045250.09022796,2.5511887075964848,21694750892769.527,140000.0
Bhutan,BTN,2001,65.72685929648242,26.480000000000004,6.207708217608401,97.091682434082,91.7484970092773,0.8646285639999999,1.61962316445682,0.0429225060691927,0.6055701703469827,64.36310134864641,1.9522375729588128,27.13587347022236,49.291612462566185,76.42748593278854,3.63264056484014,0.9071416785154126,461444513.66815007,2923.116463726634,461207368.08645904,6.7129229428240125,9.6,4.1,9.3,8.399999999999999,856.0,6400.00009536743,38470178.92405924,11779999.732971191,790000.0214576721,32368924.156471252,660000.0262260437,44209999.47935343,5.0041995,13.728617935401124,5.4827313881273465,23.895751134373178,10040971.697998047,0.5963789855924777,118.58179844174096,1.5796221229064347,109.0182648,15.156036193134222,52.730335516703,20.4760663191754,100.0,0.13520696153955275,68.9060926771398,8.07303761188842,1.6,0.2667873106827747,14690369.834062755,0.22431313666882358,5714115749.582548,256176.27358233358
Bolivia,BOL,2001,50.67834579525524,62.306,2.742287600957569,94.211133,29.911600112914996,2.120462534,2.10901510641587,1.86493560545042,0.0861095891201964,36.76209609210965,1.9510451945706164,19.97214852402738,25.25567282756991,45.227821351597285,0.406276640136695,0.121156625422539,8141537937.61068,3504.736379340101,7930377408.466906,8.0,4.5,3.6000000000000005,8.5,7.999999999999999,13444.0,316000.0,119050003.05175799,65910003.662109375,51650001.525878906,45580001.83105469,3220000.0286102295,562970007.9746546,4.82522202,27.9,5.759193567405148,13.063164330000864,2579999.9999694824,0.919554269086054,60.773218610517254,2.26490649801172,93.33224026000002,27.58746730534401,120.39442731250196,4.27066434214002,nan,0.29358,122.37427,20.0747696790101,1.2322932276102398,1.2038,239067580.6616935,0.6150950968523586,4796071200.095928,222000.0
Bosnia and Herzegovina,BIH,2001,41.22560546875,42.698,0.8536962194652986,100.0,20.2737998962402,1.200526951,4.13864374293103,0.05329909540471339,0.0033135989490886003,75.61059019995534,0.056612694353802,22.068719286750472,63.96701322304319,86.03573250979366,0.8480680042208298,0.0321753742186945,5800774717.405381,4791.895792448245,6281404511.346998,8.0,0.8,0.8,2.0,2.8,336.0,139000.0,135059997.55859405,9640000.343322754,27040000.9155273,6130000.114440888,16870000.8392334,531339994.0114473,7.27702522,3.2,2.201309967060925,16.757449943371878,0.0,3.6639458673300114,33.03502343061106,1.5567084625263237,105.4562163,30.19671465878604,132.07267455889684,7.14313215809168,nan,0.2146489521734169,303.29225791892054,23.218823795844713,3.24,1.4499,375040969.4270519,1.7630003979837299,3215640084.091669,1494554.1785217961
Botswana,BWA,2001,30.883136590616346,54.062,3.4608243837263384,37.0,35.6713981628418,3.4308867870000004,1.39622829344472,0.173748508180151,0.42929124195132307,78.67592302102857,0.603039750131474,48.6576082380348,38.86745733006091,87.52506556809571,0.309289004246002,0.602410887389905,5489608299.664453,8507.000350881272,5352478942.683011,6.47152616841522,8.4,5.1,9.3,22.5,2144.0,1451000.0,-250000.0,7239999.771118164,5550000.190734863,2750000.0,3630000.114440918,24049999.982118607,6.15671635,23.7,10.404229933498437,28.149395912978164,379651226.15805054,2.310897523936002,107.51747637305198,3.83122303260369,86.92936088,5.874946723687362,17.456619852901266,4.2158768115323,nan,0.18465266505353473,53.27678854749629,10.55983251319768,1.4386238658779635,0.3045,12999358.639287164,2.450958800566474,42662644861.8154,382466.3816153426
Brazil,BRA,2001,65.46167089807062,81.553,1.8105952066841287,99.215119,41.4361000061035,4.528494869,1.20957447666124,0.977022919456407,0.23269744452613,20.83435627626412,1.209720363982537,12.371710548036033,14.564574473394803,26.93628502143084,0.509815459555522,0.4284084663891499,559983704094.1699,9260.768380930816,541802025604.2515,8.0,1.5,1.8,5.4,7.999999999999999,98956.0,4773000.0,-70750000.0,106110000.61035204,47040000.915527284,12109999.656677186,2380000.1144409217,226480004.5676533,8.54960632,10.7,5.160755886103437,47.09333402212545,-1489093000.0000305,1.8034261948648047,55.22399596362652,1.95188244532532,99.55425352,33.257683864436395,426.0,3.9512174689923993,4.98598981294508,1.0619800000000001,337.39902,34.65931728140506,2.78,1.3895000000000002,1541396005.1759431,2.5637078264266897,188792906179.89688,2674000.0
British Virgin Islands,VGB,2001,24.446666666666665,42.048,2.4100357316794163,97.3234405517578,1.06459999084473,16.531865490206744,1.4156926236811422,2.16206832927065,0.37066963235742284,51.109113310043156,2.045130302694498,37.0082564020901,41.94860703839897,78.95686344048907,0.2528446531071427,0.4973194211899169,36872186914.992584,11383.879217970294,45872861781.40084,12.0,2.3420019917143367,2.166905869294752,4.757028033924214,6.738992447836436,11507.4973571059,296000.0,9999.999776482582,1822469.2539832592,9999.999776467681,140000.00059604645,8752052.574290283,2739999.9517947435,4.943466944138601,12.683223419098383,5.3804542843725605,19.69374222473195,30073088999.99997,2.441243241953579,39.5185442691365,1.561314121799287,79.74683544,56.19123498189665,143.85375815197276,3.9224234357567385,nan,0.4050685361828203,145.64940089382608,20.300499940731918,2.1240558117250847,1.048544679898248,1862112241.040888,1.7763497621882463,1116731055932.24,1303180.9125000439
Brunei Darussalam,BRN,2001,75.00948766603416,71.652,2.7247352168521974,100.0,12.60372595806839,12.91776908,1.56099029813734,16.9145038833635,0.3844973893233409,85.67974268081407,16.9145038833635,69.52530592974482,39.19356474841148,108.7188706781563,0.08245453476665499,0.8114202390938848,5601090584.361221,68349.93038449957,5601090584.361221,8.442876192305468,1.4,1.4,2.8999999999999995,3.9,60.0,840000.0,40563407.33785781,129999.99523162842,2669723.151020512,19999.999552965164,2214237.5074552223,289999.9935179949,2.54995036,2.6,21.341605171018752,31.98526551796968,362495820.3190613,12.675091240070934,25.513634436176297,3.8863976083707,104.69738029999999,74.3671022175001,151.90550687617971,3.64071618527032,1.7651399465932374,0.19944447169266533,291.6375034515915,45.31569311281566,2.3457613470351015,1.1750222011917515,2132511371.7163808,2.122679305087844,6444287805.254216,560353.2643557421
Bulgaria,BGR,2001,30.834312573443007,69.166,-1.6038636291975932,100.0,7.24350023269653,7.612297749,6.34284142815001,0.118309734756187,0.006728252775819199,87.40439087907684,0.1250379875320062,34.88131742250091,44.20005132526587,79.08136874776677,0.327088602671666,0.025730267331871896,14183497963.107063,6958.978417290515,14208398132.466702,9.0,1.5,1.5,2.7,4.0,900.0,5104000.0,39790000.915527284,48400001.525878906,37090000.15258789,5249999.99999997,70000.00029802322,338959994.8152901,6.85958767,4.0,9.7485003001914,22.19377281821881,9660636.657104492,5.7659110051988085,14.27817724624262,2.88446138699667,111.2421991,0.5795467395547405,404.0,10.6559143492652,5.02580753807447,0.44709,1162.19205,32.977221499273455,7.2,3.4279,320037240.4758646,1.8179078391592491,16262814534.600718,2730000.0
Burkina Faso,BFA,2001,26.193347953216374,18.54,6.68513031200821,41.461540222168,83.6759033203125,0.157732465,0.608571185030644,1.5343555106875617,0.0092023954019192,27.55165421509747,1.0574865576383792,9.044082767419296,22.614088047431792,31.658170814851083,4.75459313352287,0.0132398344913618,3190371050.455238,976.1608792958406,3178291895.100162,10.0,23.6,9.8,13.9,15.7,47946.0,128000.0,13079999.923706114,20440000.534057617,23600000.38146968,1740000.0095367432,270000.01072883606,252249999.56414115,2.88835382,22.6,5.8409478080914,22.07513024633975,597512.5469665527,0.0853943153674019,149.5413437285642,1.2997898961843402,107.36497550000001,19.69272457805934,51.62646985503137,6.38983047279105,nan,0.16816,30.695603855237266,2.04121427226429,1.1718191717444213,0.04,33321405.15608729,0.2331639327016937,235366504475.2541,111898.13166086262
Burundi,BDI,2001,7.552180685358256,8.461,4.847126608726198,50.8164024353027,94.8406982421875,0.106001245,0.460845575233883,1.7526183101814474,0.0671804577131729,20.301217071316284,18.751119421373776,5.179202164703276,15.78484345001897,20.96404561472224,18.7164186918045,0.095659396158456,876794723.0685855,537.3594612231411,864477157.8250136,7.448133951888752,36.8,22.7,23.700000000000003,29.200000000000003,25436.0,36000.0,4849999.904632598,289999.99165534973,3250000.0,1690000.057220459,5659999.847412109,117290001.39981508,6.40484381,26.696577556252542,6.156233107075485,19.12169208810804,-9152.730163574219,0.0321812151810745,136.3327333360507,6.07173715802774,94.20657296000002,24.21836895684637,47.66555377138482,15.60267059212,100.0,0.2400874097542593,24.139880689215012,1.5753528464203945,0.9495584948446113,0.07068340081181276,15929244.832822097,0.28904672475486093,33841679582.350487,35000.0
Cabo Verde,CPV,2001,9.930521091811414,54.291,3.33075446583762,56.50164385874389,37.176399230957,2.685332713,0.817473778328569,3.1189337135182678,0.6438519608571137,43.33737707261072,0.282758345747685,29.809412882810044,62.354309614605185,92.16372249741522,0.485954339075255,0.8499283471426007,563024383.2966262,3113.160977077041,556963917.2329621,6.0,2.3,2.2,3.7,6.0,332.0,134000.0,4280000.20980835,3430000.066757202,1840000.033378601,51507083.64599049,170000.00178813934,50720000.8071959,4.75244379,14.5,15.99460194565803,15.993862672549728,420544.65591430664,0.5737879876337213,138.05734040839116,0.753615197231365,101.78161319999998,17.83249219633741,157.90201667555016,2.84498967362063,nan,0.315947328917992,103.27994,23.680197660551585,2.021457703106891,0.648262184289395,250026125.83391142,1.6651499313727864,3062203233778.465,4231431.308592293
Cambodia,KHM,2001,60.96659302062087,18.703,2.664767576592107,64.02565765380858,79.5907974243164,0.076956056,1.13596111071108,1.6443781285231711,0.5513436713721767,90.2108316663868,0.480316640261052,52.541247183837136,61.599804493606214,114.14105167744334,2.53091563398037,0.8310222117933245,3984000517.0234456,1164.5806456247722,3842634360.219164,5.68163906439739,11.6,5.2,8.2,10.9,24567.0,605000.0,22440000.534057587,120209999.0844729,18719999.313354492,11720000.267028838,5619999.885559082,290150000.02458704,7.01192331,23.6,2.416741919587046,29.298251177835603,4372518.087585449,0.1733114686808844,96.10645597641712,1.77481053158195,108.17624360000002,17.74531616567289,7.002829102538282,7.94969451125015,nan,0.15213301007471325,31.51369341697896,6.049070497469563,0.6,0.205282457804633,7229987.659907024,0.6095316453035879,8179212087792.5205,37000.0
Cameroon,CMR,2001,45.54121765987604,46.139,3.9420149593592484,83.95034,85.1977996826172,0.277051322,0.685689033662337,2.74208708925024,0.014456828423674899,32.8753809371603,2.756543917673915,25.26121724904234,26.31105193999423,51.57226918903656,2.18489529966642,0.0194869157116624,10953485244.423897,2106.634291852348,10257038339.415869,6.0,19.5,10.7,14.1,20.4,55145.0,1032466.058168578,4780000.209808379,41319999.69482422,46049999.23706049,5150000.095367432,959999.9785423279,392770002.0875777,4.0975132,22.9,6.798854903842496,57.72023919211783,-49776918.1081543,0.3973906563600397,124.85953596054082,1.29036003475657,124.82900230000001,13.945090445968866,109.57835027937514,6.679532578201621,nan,0.14810452825291703,66.13711194903522,4.573237008728901,0.796131219541576,0.2575148504750029,64621446.46878372,0.849754689214051,2124207077703.218,1225550.8745751763
Canada,CAN,2001,38.78763070807387,79.81,1.5032090403789393,100.0,21.5272006988525,60.199999999999996,1.42610390892018,1.92442638268507,0.0973437129621579,65.92165125575015,2.021770095647228,42.039955090932125,36.30426330343764,78.34421839436978,0.157358437449607,0.122678462064331,738981792355.372,30230.80296559169,718179235537.1901,10.0,0.6,0.8,2.4,3.1,1742.0,47147000.0,-33281586.38738039,-141837194.29397857,7462384.463282347,nan,59999.99865889549,-94782858.54346275,8.624823569999998,2.6,5.461852756836708,41.770874114373605,36831862714.32687,16.341884578340114,4.137731454390886,1.13736897251656,92.85597562000001,83.25860479443617,1278.0,8.9266052691485,6.122944332392786,2.02831,3708.21662,63.241659895167814,3.69,1.8871,11365427674.534576,7.2107569942822485,494290645547.275,9099894.911729233
Cayman Islands,CYM,2001,53.78750000000001,100.0,3.778322541552976,100.0,7.219208796795098,19.97246796828722,1.2659022447558352,5.746544080369653,0.3833513496031567,41.243758396624386,4.207512580254986,40.509940521684904,35.4469199044089,75.9568604260938,0.0377140322011923,0.5949190620575543,42639972778.04142,22847.473952356253,62518467888.60873,12.0,1.458273358999344,1.5706438493453518,5.654497096670547,8.680844498867065,6150.917764982448,1549000.0,69770866.43529615,6901298.2907447815,10012204.42233774,-39999.99910593033,2776772.0354830436,-669999.9757111073,5.697365958545807,13.648248464349543,6.606603782908768,19.141896755429435,5983788999.9999695,4.337030324425588,44.40564245149214,1.7014943784526275,91.42857143,15.613022342948632,62.54192274435269,2.9740719132866817,16.534190212668836,0.2877988814228861,120.91987228399525,26.628910978229772,2.1594618134891093,1.998746860027479,105408080.2060595,nan,10617989716557.52,916304.7348437018
Central African Republic,CAF,2001,36.715464380879,37.71999999999999,2.431556749953403,13.8738994598389,84.8602981567383,0.078543428,0.5158447270217329,2.6362675210234254,0.0030290166126358,26.72151760023976,0.0030290166126358,17.15725383752628,22.573245899706606,39.73049973723289,10.8741527999036,0.0043370212403261,931833302.7528569,704.2225429349924,924010113.111385,10.0,16.3,11.7,18.1,28.499999999999996,16312.0,9899.99961853027,2430000.066757202,15050000.190734863,7050000.190734863,63313444.013804495,18145577.35738121,63320000.35792601,3.95594192,39.2,6.26788181327004,21.15703225163511,-4761534.7378845215,0.0671679004066613,220.2073375731387,1.436960913677002,91.45299145000001,14.149337640826936,27.000296294215175,6.79612385263863,nan,0.18149628253394764,26.32550647987398,0.9994033853562411,1.239141671773518,0.06496068820038285,9581822.70349384,0.15769147753246612,1655747896605.2043,70171.55189062399
Chad,TCD,2001,4.979907878017789,21.67,3.9382105955429747,11.2408676147461,88.602897644043,0.045934134,0.577288818985655,5.1363514080589425,0.2806672333108879,50.73521164850827,0.592569822359759,14.665787544877148,49.65612049580823,64.32190804068539,8.36504776558135,0.40603118650600795,1710843360.649549,841.1318950658027,1688295015.535958,6.0,25.6,13.400000000000002,21.6,20.1,42095.0,57000.0,4530000.20980835,109999.99940395355,16719999.313354507,230000.00417232513,100000.0014901124,111189998.57641757,5.29329205,38.8,6.355107100504906,24.53990237491885,-2043182.8301696777,0.0599213025877129,178.6925673977283,1.35402139139911,214.19558359999996,26.522231648304114,52.20771545663544,6.28294911135375,nan,0.21809568767065782,34.29559088045988,1.4540214391018491,1.0305015926420784,0.07626006815475632,18763049.172653485,0.2036966821883995,617609118719.5643,97154.32336798428
Channel Islands,CHI,2001,4.287878787878788,30.495000000000005,0.5403094003288951,100.0,5.12177775744855,25.569245320118032,1.8925112323114404,3.1415483399867674,0.22931558068195124,49.59086909118993,3.368571009350129,30.562117772825022,46.8189577699226,77.38107554274767,0.15926852607112907,0.32396356393301573,6232906290.485102,10731.376063028882,6080322441.341586,7.6154586806604705,2.148707950654425,1.8335619711855955,3.5238212538183147,4.831918721415493,7912.277882766849,971397.7643388734,78321013.92797247,51406853.22199893,85044088.17923772,42862588.70072341,18244034.322889462,435518509.7581748,4.4363993890262075,6.0987140391271675,8.024487416453793,25.162907877477444,8324209.791168213,2.947140362952105,13.598994898753347,1.8755080580500798,194.8353112573883,7.285525866050808,3.0,4.98501589912288,nan,0.4512743514706731,637.5404603218565,25.288995230201635,2.1807292946617785,1.107081508841893,23386229.763310343,24.07524458708638,116270601887309.12,769401.1903772848
Chile,CHL,2001,21.395017295825863,86.363,1.4625567418091165,99.5197448730469,32.1473999023438,19.1,1.50778483257205,0.028935641435126,1.85628842412938,50.29732071838622,1.885224065564506,32.39863011521363,30.74449609784466,63.14312621305829,0.515665463216356,3.3448116402738095,70979923960.34224,9962.274249608425,68631759083.28376,8.0,1.0000000000000002,1.1000000000000003,2.5,4.0,2189.0,2873646.9464028166,-18120000.8392334,21850000.381469727,18010000.228881806,3189435.8737801015,759999.9904632568,47579999.355599284,7.151041030000001,3.4,4.385620254346493,33.09053592470018,1609732036.2224426,3.0851801018193226,35.616508162133755,2.66749517320965,94.17415925,79.33189676486728,249.00000000000003,4.42996648160472,10.7523263246477,0.38989224614445456,497.14826850482643,22.258177554792425,2.62,1.50793553511893,521249351.31232494,1.5373221795275023,17037581453512.254,1340000.0
China,CHN,2001,19.031006736957004,37.093,4.05956575767596,99.754280090332,28.3349990844727,2.639650215,5.12490924720041,1.51441246427442,0.0431227434414384,38.05081596293893,1.5575352077158582,20.312145744492884,18.21521353103232,38.5273592755252,0.210788995706437,0.124861665565489,1339395718862.8867,3210.009395729137,1320222692114.3877,9.0,2.3,1.8,3.0999999999999996,3.2,482938.0,89013000.0,4840000.152587891,686130004.882813,163820007.32421905,50720001.220703125,9649999.618530273,1119580012.1724615,4.25329876,10.1,8.30636939851957,28.980915933801363,9695999999.99997,2.772929197625506,28.163494950074114,1.97618599097992,108.2342328,58.126637236116416,1154.0,9.83358330647969,nan,0.94033,571.71041,18.469459345370318,1.66,1.2535,72366830312.56499,2.4425963846800616,24777190932471.902,12133000.0
Colombia,COL,2001,56.37019287967552,74.379,2.136226833622768,99.91,27.2402992248535,2.854199971,1.13973830143167,3.0592828877515,0.110753309119687,25.58146057214713,3.170036196871187,15.387135766500924,18.513976028443537,33.901111794944455,0.145594853012148,0.152346202728084,98211749595.5442,6843.739036804567,95787969671.1632,10.0,1.6,1.9000000000000001,8.3,13.3,17984.0,788000.0,274739990.23437506,7099999.904632568,15039999.961852998,2609999.895095825,7380000.114440918,388139989.39096916,5.94238234,8.7,9.704608016470493,19.84393515331007,16119450.88998413,1.4546915740865776,46.04291468520645,3.32387281880532,111.2276292,28.951453329851933,120.0,3.15341955642345,nan,0.13183,144.04738714598514,25.287493577333276,1.3907449588228127,1.2721,395132121.0120669,1.4528336784194307,48517974134502.4,1381000.0
Comoros,COM,2001,22.16120365394949,28.036,2.308755942282284,66.0080490112305,48.685001373291,0.443068373,0.525268548441607,1.3726312954522966,0.3338748692499232,17.965084168606555,1.1459983196303398,8.836260797629812,26.9209680832644,35.75722888089421,1.27343022378632,0.4996016971607879,378512003.4050715,1838.355456339333,379225516.44525385,6.0,8.9,3.8,7.9,8.8,1462.0,19399.9996185303,29999.999329447746,50807721.6927309,29999.999329432845,35983396.7177642,9689629.965111539,13130000.036209822,6.65322924,15.78050970185316,5.096959186702214,18.00805537814082,5155182.287536621,0.19787909587242186,85.56032378825408,1.2817650254312185,118.05555560000002,13.30646965424408,129.25747015161588,4.24085012570411,nan,0.08558890818812948,103.64163668385302,7.593865059511239,1.1518718108150294,0.36494949862385495,64547869.71452789,0.8690549417774772,21860412819.116356,806638.443302481
Congo  Dem. Rep.,COD,2001,63.17725678745506,35.586999999999996,4.08450544719309,23.8499202728271,98.342903137207,0.011475782,0.21659223539727301,1.04150114030267,0.0092236942518984,22.4517013143046,1.0507248345545683,11.987684833485986,13.054252680353148,25.04193751383913,16.5869183722919,0.11580332124073901,7438189100.333333,1049.3803428878234,7061817562.999999,6.0,20.8,10.7,19.4,23.4,226885.0,55000.0,20229999.5422363,319999.9928474426,12920000.076293916,17040000.915527314,3869999.885559082,186750000.85495412,2.70775008,38.2,6.6582001318420705,25.900703535584306,900000.0,0.0163126969732348,262.56668673745946,1.3196938654682526,115.6268307,13.047405728652457,12.793722167720881,24.67414,nan,0.1771709494115793,21.105764831515582,1.3894757184858502,0.9755453797096545,0.04436262121876833,8209159.224884257,0.1232153793604566,426273601098.5239,28647.46720229575
Congo  Rep.,COG,2001,64.9575402635432,59.156,3.63536551724728,61.53180302280442,61.1775016784668,0.032223616,0.754965116990119,41.8460732389545,0.000710571960822,97.86518112092956,41.846783810915326,77.42002685153541,53.31245423033736,130.73248108187278,4.80528928795116,0.0007226547682629,2796704577.3082027,3813.7477085091327,1969428950.964756,10.0,12.6,6.0,13.9,21.6,8572.0,561292.0786876407,10600000.381469697,170000.00178813934,1659999.9666214138,30749393.55043149,340000.0035762787,32000000.68359077,2.18529677,26.999999999999996,5.347199915644551,74.13114124257616,-206702647.3215332,0.9291687513401472,158.4913228555243,1.94849387296783,146.6666667,39.166334347931866,177.774483869143,2.22089689541036,100.0,0.2582068066523289,37.75987283107379,7.803761821570703,1.605390337601513,0.26399069901342537,19748423.74459332,1.564474571875552,1809759673960.0564,2799629.006219114
Costa Rica,CRI,2001,55.98546807677243,60.41,4.067096540460128,99.874108,32.1076011657715,9.559482135,0.73624108119142,3.5696561139167935,0.0003627346694049,72.54552783092736,0.253944690401505,40.50857250286734,40.344186215578496,80.85275871844584,1.05575451954341,0.0005001474736968,15976174337.047129,8142.672034601569,15242995591.627026,11.0,1.1,1.3,3.0,4.2,794.0,1320000.0,-29629999.1607666,-3130000.114440918,660000.0262260586,1389999.9856948853,409999.9964237213,7609999.876469374,6.47410393,4.7,6.68910472759352,23.94080036399957,68424543.45449829,1.3435549273513574,45.20788986180513,1.470954284635315,102.8253894,29.276505816472508,25.0,3.18606625023527,nan,0.1791356579635909,126.95791700264691,24.319567275828305,1.61,1.3781015103187808,381761965.11724997,1.2120127991453322,4813543168713.926,361000.0
Cote d'Ivoire,CIV,2001,15.665292452830188,43.568,3.3446174679255467,82.12841796875,64.727897644043,0.395747702,1.51096694258345,0.595426348369874,0.3857507490914799,38.63053300977503,0.595426348369874,27.46981462857832,25.644290087954467,53.11410471653277,2.80534925363855,0.6513989013245716,16810536883.7566,3196.192444736591,9920429842.966463,10.0,15.3,10.8,13.8,20.5,62603.0,911480.9177942564,1950000.0476837158,4309999.942779541,19010000.22888182,1210000.0381469727,239999.99463558197,230309998.22728336,6.01772738,20.4,4.879582008988373,17.992925997468454,-5179237.799987793,0.3714466249890895,97.58034337604617,1.3902812310967025,102.6457737,5.854839775825512,38.0,5.55183866528906,nan,0.12690074535543433,87.04592672678451,7.069784488050778,0.9429588288773055,0.33213093875410243,75315647.75351295,0.5584907464780966,4904277390684.325,863350.0062949645
Croatia,HRV,2001,33.777499552852795,53.642,-3.4479135988473155,100.0,26.945499420166,11.55857318,1.7529273972981303,0.694270931532043,0.16607592565418786,59.35040607035526,0.694270931532043,37.08657922445727,42.27258889860673,79.35916812306401,0.205742588315942,0.40062286566702715,23273640257.19685,11655.644078153966,22791793391.328896,8.0,0.8,0.8,2.6,3.6,306.0,40129000.0,28540000.915527314,3240000.009536743,1580000.0429153442,2460000.0381469727,18059999.465942398,100639999.73796308,7.2349987,6.8,6.883002319120747,45.45756825700588,127641885.7651062,4.465488056912646,13.301428470691768,2.70277377254542,115.98286190000002,13.43794939441367,63.00000000000001,5.08881475728877,5.02580753807447,0.92079,1509.95616,40.57748280550556,6.0,2.3938,935621458.2571484,3.4035365011820637,87360842449.80348,9853937.286275728
