GDP Implicit Price Deflators (all countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CountryID,Country,Currency,Measure,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
184,Cook Islands,US dollar,GDP Index constant prices - USD,36.87,33.17,29.24,30.41,30.72,30.30,28.11,33.52,36.48,37.94,38.55,36.90,37.93,38.18,44.00,47.86,51.78,51.00,51.92,54.26,58.56,62.74,66.48,69.07,71.78,68.64,68.45,66.84,66.33,68.10,77.55,80.72,83.34,86.93,88.84,87.83,92.22,93.90,92.73,92.55,87.98,88.71,89.34,89.72,94.56,100.00,104.91,114.89,121.40,127.20,94.93
184,Cook Islands,New Zealand Dollar,Implicit Price Deflator - NC,6.23,6.89,7.68,8.42,9.51,11.00,13.53,13.53,13.53,15.04,17.11,20.67,23.25,25.65,27.25,30.03,33.83,38.70,43.60,46.19,47.95,50.47,52.86,56.55,58.87,59.22,57.16,55.95,60.74,64.06,65.49,71.41,72.65,76.21,76.32,74.34,79.10,75.80,79.83,86.06,87.66,89.56,95.46,90.71,93.98,100.00,97.92,97.70,99.65,98.26,106.24
184,Cook Islands,US dollar,Implicit Price Deflator - USD,10.01,11.22,13.16,16.39,19.07,18.95,19.30,18.83,20.11,22.04,23.90,25.71,25.02,24.57,22.15,21.28,25.36,32.75,40.96,39.61,41.02,41.75,40.71,43.82,50.06,55.72,56.34,53.05,46.62,48.61,42.66,43.05,48.18,63.46,72.54,75.06,73.55,79.89,80.46,77.09,90.57,101.46,110.90,106.67,111.80,100.00,97.75,99.55,98.87,92.83,98.79
188,Costa Rica,Costa Rican Colon,GDP Index current prices - NC,0.03,0.03,0.03,0.04,0.06,0.07,0.09,0.11,0.13,0.15,0.18,0.24,0.41,0.55,0.69,0.84,1.04,1.20,1.48,1.80,2.21,2.92,3.82,4.52,5.46,6.89,8.04,9.72,11.66,13.50,15.34,17.41,19.77,22.82,27.01,31.74,38.49,46.03,53.72,58.42,65.63,71.67,78.73,84.39,92.81,100.00,106.25,113.83,119.20,124.48,119.26
188,Costa Rica,US dollar,GDP Index current prices - USD,2.23,2.44,2.80,3.46,3.77,4.44,5.46,6.95,7.97,9.13,10.93,5.93,5.90,7.12,8.28,8.87,9.96,10.25,10.44,11.82,12.91,12.75,15.17,16.98,18.58,20.50,20.69,22.35,24.24,25.26,26.60,28.31,29.37,30.60,32.97,35.51,40.24,47.63,54.57,54.47,66.72,75.76,83.68,90.27,92.16,100.00,104.26,107.22,110.44,113.30,109.00
188,Costa Rica,US dollar,GDP Index constant prices - USD,15.20,16.23,17.56,18.91,19.96,20.38,21.50,23.42,24.89,26.11,26.31,25.72,23.84,24.53,26.49,26.68,28.16,29.50,30.52,32.25,33.39,34.15,37.29,39.93,41.74,43.47,44.06,46.47,49.80,51.90,53.91,55.79,57.69,60.18,62.85,65.35,70.13,75.90,79.49,78.80,83.02,86.68,90.91,93.18,96.48,100.00,104.20,108.54,110.77,113.17,108.03
188,Costa Rica,Costa Rican Colon,Implicit Price Deflator - NC,0.18,0.19,0.20,0.23,0.28,0.35,0.41,0.48,0.51,0.56,0.67,0.94,1.73,2.23,2.60,3.14,3.70,4.08,4.85,5.59,6.63,8.55,10.24,11.31,13.08,15.86,18.25,20.93,23.42,26.01,28.45,31.21,34.27,37.92,42.98,48.57,54.88,60.65,67.58,74.14,79.05,82.68,86.60,90.57,96.20,100.00,101.96,104.87,107.62,109.99,110.39
188,Costa Rica,US dollar,Implicit Price Deflator - USD,14.65,15.01,15.95,18.29,18.88,21.76,25.38,29.67,32.02,34.95,41.53,23.08,24.73,29.02,31.25,33.25,35.37,34.75,34.19,36.65,38.67,37.34,40.69,42.52,44.51,47.16,46.97,48.09,48.68,48.66,49.35,50.74,50.91,50.85,52.47,54.35,57.38,62.76,68.65,69.13,80.37,87.41,92.05,96.88,95.52,100.00,100.05,98.79,99.71,100.12,100.89
384,Côte d'Ivoire,CFA Franc BCEAO,GDP Index current prices - NC,1.53,1.62,1.74,2.09,2.73,3.08,4.11,5.68,6.58,7.18,7.94,8.46,9.18,9.62,11.04,11.57,11.71,11.19,11.28,12.62,11.95,12.01,11.76,11.66,17.04,20.46,22.93,25.26,27.53,28.55,28.08,30.29,31.77,32.84,32.29,33.27,34.36,35.99,40.05,42.32,48.02,49.81,59.36,70.78,84.43,100.00,104.94,110.59,118.96,126.63,129.93
384,Côte d'Ivoire,US dollar,GDP Index current prices - USD,3.28,3.49,4.09,5.55,6.71,8.51,10.18,13.69,17.26,19.97,22.23,18.42,16.53,14.94,14.94,15.24,20.01,22.04,22.40,23.40,25.98,25.19,26.28,24.36,18.16,24.26,26.52,25.61,27.61,27.44,23.33,24.45,26.97,33.44,36.16,37.32,38.88,44.43,52.92,53.03,57.37,62.46,68.79,84.76,101.03,100.00,104.77,112.69,126.72,127.87,133.56
384,Côte d'Ivoire,US dollar,GDP Index constant prices - USD,19.92,21.80,22.73,24.08,25.12,27.19,30.46,31.89,35.04,35.71,31.80,32.91,32.98,31.69,30.83,32.22,33.27,33.16,33.52,37.51,37.05,37.07,36.84,36.69,37.48,40.12,42.83,45.26,47.58,48.51,47.50,47.56,46.77,46.13,46.70,47.50,48.22,49.07,50.33,51.96,55.95,56.57,65.74,75.83,87.05,100.00,107.18,115.07,123.00,130.66,133.27
384,Côte d'Ivoire,CFA Franc BCEAO,Implicit Price Deflator - NC,7.69,7.45,7.66,8.68,10.86,11.33,13.50,17.82,18.78,20.11,24.96,25.71,27.84,30.36,35.79,35.92,35.19,33.76,33.63,33.64,32.27,32.40,31.92,31.78,45.47,51.01,53.53,55.81,57.86,58.87,59.11,63.69,67.94,71.20,69.14,70.04,71.26,73.34,79.58,81.45,85.83,88.05,90.29,93.34,96.99,100.00,97.91,96.11,96.72,96.91,97.49
384,Côte d'Ivoire,US dollar,Implicit Price Deflator - USD,16.46,16.00,17.99,23.05,26.70,31.28,33.44,42.92,49.25,55.92,69.90,55.97,50.12,47.14,48.47,47.30,60.13,66.46,66.81,62.40,70.12,67.95,71.35,66.40,48.46,60.46,61.92,56.57,58.03,56.57,49.12,51.41,57.67,72.48,77.43,78.56,80.63,90.54,105.14,102.05,102.54,110.41,104.64,111.78,116.06,100.00,97.75,97.93,103.02,97.86,100.22
191,Croatia,Croatian Kuna,GDP Index current prices - NC,,,,,,,,,,,,,,,,,,,,,0.10,0.15,0.94,13.51,30.29,34.54,38.03,43.14,47.71,48.94,52.55,56.43,61.95,68.18,73.60,79.17,86.30,94.40,101.49,96.89,96.57,98.12,97.26,97.65,97.46,100.00,103.45,108.23,113.61,119.82,109.97
191,Croatia,US dollar,GDP Index current prices - USD,,,,,,,,,,,,,,,,,,,,,33.16,27.05,24.42,25.89,34.64,45.29,47.99,48.03,51.42,47.20,43.54,46.40,53.97,69.74,83.64,91.26,101.39,120.69,141.04,125.76,120.46,125.93,114.01,117.40,116.28,100.00,104.25,112.06,124.09,124.09,114.04
191,Croatia,US dollar,GDP Index constant prices - USD,,,,,,,,,,,,,,,,,,,,,90.92,71.74,63.34,58.26,61.68,66.90,70.90,75.24,76.90,76.23,78.44,80.81,85.44,90.16,93.90,97.95,102.79,107.84,109.88,101.88,100.61,100.52,98.23,97.88,97.54,100.00,103.53,107.07,110.17,114.01,104.77
191,Croatia,Croatian Kuna,Implicit Price Deflator - NC,,,,,,,,,,,,,,,,,,,,,0.11,0.21,1.48,23.19,49.12,51.63,53.64,57.33,62.04,64.21,67.00,69.83,72.51,75.63,78.38,80.82,83.96,87.54,92.36,95.10,95.99,97.61,99.01,99.77,99.92,100.00,99.93,101.09,103.12,105.10,104.96
191,Croatia,US dollar,Implicit Price Deflator - USD,,,,,,,,,,,,,,,,,,,,,36.47,37.70,38.56,44.44,56.16,67.70,67.70,63.83,66.86,61.92,55.51,57.41,63.17,77.36,89.08,93.17,98.64,111.92,128.36,123.44,119.73,125.28,116.06,119.94,119.22,100.00,100.69,104.67,112.63,108.84,108.84
192,Cuba,Cuban Peso,GDP Index current prices - NC,6.53,7.94,8.90,9.50,10.73,12.26,12.99,13.53,15.77,16.41,16.45,19.19,20.44,21.89,24.24,24.09,23.17,22.75,23.89,24.20,24.72,20.45,18.76,19.00,24.16,27.36,28.71,29.11,29.54,32.55,35.08,36.36,38.55,41.20,43.84,48.94,60.53,67.26,69.79,71.25,73.83,79.18,83.94,88.54,92.57,100.00,104.86,111.15,114.82,118.70,123.20
192,Cuba,US dollar,GDP Index current prices - USD,6.53,7.93,9.33,11.45,13.08,14.94,15.81,16.29,20.46,22.46,22.83,23.11,24.03,25.46,27.57,26.28,27.78,28.91,31.49,30.99,32.85,27.89,25.33,25.65,32.62,34.89,28.69,29.09,29.51,32.53,35.05,36.33,38.52,41.17,43.81,48.90,60.48,67.20,69.73,71.19,73.77,79.71,83.87,88.47,92.49,100.00,104.78,111.06,114.73,118.60,123.10
192,Cuba,US dollar,GDP Index constant prices - USD,26.54,28.81,30.20,31.24,31.55,34.54,36.41,39.59,42.20,42.66,40.59,48.58,52.91,55.77,60.20,61.16,61.22,59.74,61.96,62.38,60.54,54.07,47.81,40.69,40.98,41.99,45.28,46.54,46.62,49.50,52.43,54.10,54.87,56.95,60.24,66.99,75.07,80.52,83.84,85.05,87.08,89.52,92.22,94.76,95.75,100.00,100.51,102.33,104.63,104.46,93.02
192,Cuba,Cuban Peso,Implicit Price Deflator - NC,24.62,27.54,29.46,30.42,34.02,35.50,35.68,34.18,37.37,38.47,40.54,39.51,38.63,39.25,40.26,39.39,37.85,38.08,38.55,38.79,40.84,37.82,39.24,46.68,58.95,65.14,63.40,62.55,63.36,65.76,66.91,67.21,70.26,72.35,72.79,73.06,80.63,83.53,83.24,83.77,84.78,88.44,91.02,93.44,96.67,100.00,104.33,108.62,109.74,113.63,132.44
192,Cuba,US dollar,Implicit Price Deflator - USD,24.60,27.52,30.89,36.66,41.46,43.25,43.42,41.15,48.49,52.65,56.26,47.57,45.41,45.66,45.79,42.98,45.38,48.39,50.82,49.68,54.26,51.58,52.98,63.03,79.59,83.09,63.35,62.50,63.31,65.71,66.85,67.15,70.20,72.29,72.72,73.00,80.57,83.46,83.17,83.70,84.71,89.04,90.94,93.36,96.59,100.00,104.24,108.53,109.65,113.54,132.33
531,Curaçao,Netherlands Antillian Guilder,GDP Index current prices - NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.39,77.97,82.29,89.90,91.03,93.64,96.41,99.34,99.86,100.21,100.00,99.06,98.88,99.24,98.41,82.36
531,Curaçao,US dollar,GDP Index current prices - USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.39,77.97,82.29,89.90,91.03,93.64,96.41,99.34,99.86,100.21,100.00,99.06,98.88,99.24,98.41,82.36
531,Curaçao,US dollar,GDP Index constant prices - USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.56,97.12,99.52,101.70,101.16,101.24,101.86,101.71,100.90,99.73,100.00,99.11,97.38,95.27,92.06,75.09
531,Curaçao,Netherlands Antillian Guilder,Implicit Price Deflator - NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.85,80.28,82.69,88.40,89.99,92.49,94.65,97.67,98.98,100.48,100.00,99.95,101.54,104.16,106.90,109.68
531,Curaçao,US dollar,Implicit Price Deflator - USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.85,80.28,82.69,88.40,89.99,92.49,94.65,97.67,98.98,100.48,100.00,99.95,101.54,104.16,106.90,109.68
196,Cyprus,Euro,GDP Index current prices - NC,2.45,2.83,3.22,3.57,3.30,2.78,3.58,4.53,5.43,6.75,8.15,9.39,10.98,12.18,14.33,15.87,17.15,19.08,21.35,24.18,27.39,28.66,33.25,35.09,39.10,42.93,44.62,46.82,50.66,54.42,59.24,63.84,66.41,71.83,77.48,82.88,89.47,97.92,106.29,104.43,108.53,110.73,108.70,100.62,97.46,100.00,105.84,113.20,120.85,128.66,120.49
196,Cyprus,US dollar,GDP Index current prices - USD,3.11,3.64,4.42,5.38,4.77,3.98,4.60,5.86,7.67,10.05,12.18,11.75,12.19,12.21,12.85,13.67,17.47,20.93,24.15,25.79,31.55,32.57,39.03,37.23,41.92,50.08,50.49,48.08,51.63,52.89,50.23,52.38,57.39,73.25,87.25,94.25,102.88,121.26,140.39,130.80,129.61,138.79,125.94,120.46,116.59,100.00,105.57,115.31,128.68,129.87,124.09
196,Cyprus,US dollar,GDP Index constant prices - USD,18.84,21.28,22.75,23.33,19.38,15.70,18.52,21.44,23.08,25.36,26.86,27.68,29.42,30.98,33.72,35.30,36.64,39.23,42.47,45.91,49.47,49.80,54.50,54.88,58.05,63.81,64.60,66.31,70.36,73.88,78.29,81.38,84.41,86.62,90.98,95.39,99.89,104.98,108.81,106.62,108.77,109.20,105.44,98.53,96.73,100.00,106.45,112.68,119.10,125.39,118.84
196,Cyprus,Euro,Implicit Price Deflator - NC,13.02,13.30,14.14,15.31,17.01,17.72,19.32,21.15,23.52,26.61,30.34,33.92,37.33,39.31,42.50,44.95,46.81,48.64,50.27,52.66,55.37,57.56,61.02,63.95,67.36,67.29,69.06,70.61,72.00,73.65,75.67,78.44,78.68,82.92,85.16,86.88,89.56,93.27,97.69,97.94,99.78,101.40,103.10,102.12,100.76,100.00,99.43,100.46,101.47,102.61,101.39
196,Cyprus,US dollar,Implicit Price Deflator - USD,16.49,17.09,19.45,23.08,24.61,25.35,24.84,27.34,33.23,39.63,45.35,42.47,41.44,39.39,38.12,38.73,47.67,53.36,56.85,56.19,63.79,65.40,71.63,67.85,72.22,78.49,78.16,72.51,73.37,71.59,64.16,64.37,67.99,84.56,95.91,98.80,102.99,115.51,129.02,122.68,119.16,127.10,119.44,122.26,120.54,100.00,99.17,102.33,108.05,103.57,104.42
203,Czechia,Czech Koruna,GDP Index current prices - NC,,,,,,,,,,,,,,,,,,,,,15.81,19.03,21.27,25.76,29.78,34.51,39.55,42.61,46.63,48.71,51.59,55.76,58.18,61.04,66.57,71.03,76.34,83.44,87.41,85.49,86.33,87.83,88.40,89.57,93.95,100.00,103.71,110.49,116.96,125.19,123.12
203,Czechia,US dollar,GDP Index current prices - USD,,,,,,,,,,,,,,,,,,,,,21.66,15.88,18.57,21.73,25.45,31.99,35.84,33.07,35.53,34.66,32.88,36.06,43.71,53.23,63.72,72.94,83.10,101.14,125.94,110.32,111.19,122.09,111.08,112.58,111.34,100.00,104.38,116.27,132.40,134.28,130.48
203,Czechia,US dollar,GDP Index constant prices - USD,,,,,,,,,,,,,,,,,,,,,63.89,56.47,56.19,56.22,57.86,61.62,64.25,63.91,63.69,64.57,67.15,69.19,70.28,72.80,76.30,81.34,86.85,91.68,94.15,89.76,91.95,93.57,92.83,92.79,94.89,100.00,102.54,107.84,111.29,114.66,108.02
203,Czechia,Czech Koruna,Implicit Price Deflator - NC,,,,,,,,,,,,,,,,,,,,,24.74,33.70,37.86,45.81,51.47,56.01,61.56,66.67,73.21,75.44,76.83,80.59,82.78,83.85,87.25,87.33,87.90,91.01,92.84,95.24,93.89,93.87,95.23,96.53,99.02,100.00,101.14,102.46,105.09,109.18,113.98
203,Czechia,US dollar,Implicit Price Deflator - USD,,,,,,,,,,,,,,,,,,,,,33.90,28.12,33.05,38.66,43.98,51.91,55.78,51.74,55.79,53.68,48.96,52.12,62.20,73.12,83.51,89.67,95.69,110.32,133.78,122.90,120.93,130.48,119.65,121.33,117.34,100.00,101.80,107.82,118.97,117.12,120.80
408,D.P.R. of Korea,North Korean Won,GDP Index current prices - NC,0.72,0.80,0.88,0.97,1.07,1.19,1.23,1.29,1.34,1.39,1.45,1.50,1.56,1.62,1.68,1.74,1.76,1.79,1.78,1.98,1.82,1.68,1.49,1.29,1.01,0.59,1.30,1.27,1.26,1.26,1.30,1.35,93.44,94.65,95.65,102.87,111.07,114.15,105.85,95.52,80.26,86.41,91.07,93.56,98.08,100.00,103.28,106.83,104.77,100.28,96.83
408,D.P.R. of Korea,US dollar,GDP Index current prices - USD,30.26,33.41,36.88,40.72,44.95,49.63,51.66,53.78,55.99,58.28,60.67,62.92,79.03,78.95,75.24,74.16,83.86,88.38,87.16,96.86,90.29,84.06,76.51,65.99,51.02,29.78,65.03,63.40,63.09,63.13,65.15,67.69,67.00,67.87,68.59,80.03,84.53,88.28,81.91,73.91,85.64,96.36,97.70,101.73,106.84,100.00,103.09,106.65,107.40,100.30,97.33
408,D.P.R. of Korea,US dollar,GDP Index constant prices - USD,46.74,51.61,56.97,62.90,69.44,76.66,79.80,83.08,86.48,90.03,93.72,97.19,100.78,104.51,108.38,112.39,113.96,115.56,117.17,118.81,113.71,108.68,100.98,96.46,94.43,90.29,87.27,81.61,80.87,85.79,86.14,89.38,90.45,92.09,94.01,97.54,96.54,95.40,98.35,97.46,97.00,97.77,99.05,100.11,101.16,100.00,103.87,100.25,96.09,96.43,92.06
408,D.P.R. of Korea,North Korean Won,Implicit Price Deflator - NC,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.52,1.67,1.60,1.55,1.48,1.34,1.06,0.65,1.49,1.55,1.56,1.47,1.51,1.51,103.31,102.78,101.75,105.46,115.05,119.66,107.63,98.01,82.75,88.38,91.95,93.46,96.96,100.00,99.44,106.56,109.03,103.98,105.18
408,D.P.R. of Korea,US dollar,Implicit Price Deflator - USD,64.74,64.74,64.74,64.74,64.74,64.74,64.74,64.74,64.74,64.74,64.74,64.74,78.42,75.54,69.43,65.98,73.58,76.49,74.39,81.52,79.41,77.35,75.76,68.41,54.03,32.98,74.51,77.68,78.02,73.59,75.63,75.74,74.08,73.70,72.96,82.05,87.56,92.54,83.28,75.84,88.30,98.55,98.63,101.62,105.62,100.00,99.25,106.38,111.77,104.01,105.72
180,D.R. of the Congo,Franc Congolais,GDP Index current prices - NC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.23,1.34,6.36,8.62,10.32,11.72,16.15,19.27,24.63,31.52,43.01,55.64,67.67,76.77,85.59,94.63,100.00,116.07,157.00,217.87,222.07,238.87
180,D.R. of the Congo,US dollar,GDP Index current prices - USD,12.59,14.07,15.52,19.79,24.13,25.74,24.26,31.04,44.05,43.17,41.24,36.46,36.36,30.83,18.55,19.84,22.93,19.55,22.37,37.34,39.65,37.42,34.31,44.77,24.28,23.59,24.15,24.84,25.99,23.10,21.99,22.02,23.02,23.57,27.16,31.55,38.11,44.14,52.19,49.18,56.88,68.15,77.29,86.16,94.70,100.00,106.38,99.27,124.34,124.80,119.49
180,D.R. of the Congo,US dollar,GDP Index constant prices - USD,68.12,72.21,72.32,78.20,80.65,76.63,72.57,73.12,69.21,69.51,71.03,72.70,72.37,73.39,77.46,77.82,81.49,83.67,84.06,83.00,77.55,71.02,63.56,55.00,52.86,53.23,52.68,49.72,48.91,46.83,43.59,42.67,43.93,46.38,49.51,52.54,55.34,58.80,62.47,64.25,68.82,73.55,78.76,85.44,93.53,100.00,102.40,106.19,112.33,117.33,119.36
180,D.R. of the Congo,Franc Congolais,Implicit Price Deflator - NC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.50,3.08,14.89,19.62,22.25,23.66,30.73,34.83,41.89,50.46,66.94,80.86,92.01,97.47,100.17,101.17,100.00,113.35,147.85,193.95,189.27,200.12
180,D.R. of the Congo,US dollar,Implicit Price Deflator - USD,18.48,19.49,21.47,25.30,29.92,33.59,33.43,42.45,63.65,62.12,58.06,50.15,50.24,42.01,23.95,25.50,28.13,23.36,26.62,44.99,51.12,52.69,53.98,81.40,45.93,44.33,45.83,49.96,53.13,49.34,50.46,51.59,52.40,50.82,54.86,60.05,68.87,75.06,83.55,76.55,82.65,92.66,98.13,100.85,101.25,100.00,103.89,93.49,110.69,106.37,100.11
208,Denmark,Danish Krone,GDP Index current prices - NC,6.29,6.96,7.93,9.13,10.22,11.42,13.23,14.68,16.35,18.18,19.69,21.65,24.72,27.23,30.06,32.61,35.00,36.75,38.20,40.35,42.01,43.73,45.33,45.59,48.78,50.90,53.43,56.28,58.24,60.97,65.16,67.35,69.25,70.56,73.96,77.88,82.61,85.39,88.47,84.57,88.93,90.69,93.06,94.76,97.29,100.00,103.51,107.69,110.65,113.83,114.40
208,Denmark,US dollar,GDP Index current prices - USD,5.64,6.31,7.68,10.15,11.29,13.37,14.73,16.45,19.94,23.25,23.50,20.44,19.96,20.04,19.53,20.70,29.10,36.15,38.18,37.14,45.68,46.00,50.52,47.31,51.59,61.12,61.99,57.34,58.48,58.80,54.24,54.45,59.02,72.06,83.05,87.38,93.46,105.53,116.75,106.14,106.38,113.66,108.09,113.52,116.63,100.00,103.45,109.73,117.90,114.83,117.65
208,Denmark,US dollar,GDP Index constant prices - USD,43.85,45.17,46.94,48.86,48.32,47.61,50.43,51.38,52.52,54.55,54.29,53.93,55.91,57.36,59.75,62.15,65.19,65.36,65.35,65.77,66.74,67.67,69.00,69.01,72.69,74.89,77.06,79.57,81.34,83.73,86.87,87.59,87.99,88.34,90.69,92.81,96.45,97.32,96.82,92.07,93.80,95.05,95.26,96.15,97.71,100.00,103.25,106.16,108.27,110.56,108.28
208,Denmark,Danish Krone,Implicit Price Deflator - NC,14.34,15.41,16.89,18.68,21.16,23.99,26.24,28.57,31.13,33.33,36.26,40.14,44.21,47.48,50.31,52.46,53.68,56.23,58.45,61.35,62.95,64.62,65.69,66.07,67.11,67.97,69.34,70.73,71.61,72.81,75.01,76.90,78.70,79.87,81.54,83.91,85.66,87.74,91.37,91.85,94.81,95.42,97.68,98.55,99.57,100.00,100.25,101.44,102.20,102.96,105.65
208,Denmark,US dollar,Implicit Price Deflator - USD,12.87,13.96,16.35,20.78,23.36,28.09,29.20,32.02,37.97,42.62,43.29,37.91,35.70,34.93,32.68,33.31,44.64,55.31,58.42,56.47,68.43,67.97,73.22,68.56,70.98,81.62,80.45,72.06,71.90,70.22,62.43,62.16,67.07,81.57,91.57,94.14,96.91,108.44,120.58,115.27,113.42,119.57,113.46,118.06,119.36,100.00,100.20,103.36,108.89,103.86,108.65
262,Djibouti,Djibouti Franc,GDP Index current prices - NC,3.52,3.97,4.41,5.02,6.24,6.93,8.27,8.90,9.76,10.80,12.32,13.07,13.66,13.80,13.95,14.53,15.71,16.30,17.42,17.91,18.68,19.07,19.69,19.72,20.89,20.84,20.30,20.08,20.35,21.47,22.34,23.29,24.13,25.49,27.15,28.98,31.43,34.67,39.92,44.73,50.86,59.45,69.73,83.53,90.62,100.00,107.08,113.14,119.54,129.48,139.99
262,Djibouti,US dollar,GDP Index current prices - USD,2.92,3.30,3.97,4.95,6.24,6.93,8.27,8.90,9.76,10.80,12.32,13.07,13.66,13.80,13.95,14.53,15.71,16.30,17.42,17.91,18.68,19.07,19.69,19.72,20.89,20.84,20.30,20.08,20.35,21.47,22.34,23.29,24.13,25.48,27.15,28.98,31.43,34.67,39.92,44.73,50.86,59.45,69.73,83.53,90.62,100.00,107.08,113.14,119.54,129.48,139.99
262,Djibouti,US dollar,GDP Index constant prices - USD,21.24,22.56,23.32,24.49,23.63,26.29,28.57,25.18,23.24,24.46,25.61,26.36,26.80,27.14,27.29,27.23,26.91,27.04,27.37,26.65,28.21,27.32,28.92,30.32,29.59,31.25,29.66,31.02,30.96,31.98,32.32,33.01,34.20,35.41,36.60,37.90,42.71,44.85,47.09,53.64,59.93,67.62,76.51,86.73,92.85,100.00,106.65,112.41,121.87,129.87,131.38
262,Djibouti,Djibouti Franc,Implicit Price Deflator - NC,16.57,17.58,18.89,20.48,26.39,26.34,28.93,35.36,42.02,44.14,48.08,49.60,50.98,50.87,51.14,53.37,58.40,60.29,63.64,67.18,66.23,69.78,68.09,65.02,70.60,66.69,68.46,64.74,65.74,67.14,69.13,70.55,70.55,71.97,74.18,76.46,73.59,77.31,84.77,83.40,84.85,87.92,91.14,96.32,97.60,100.00,100.40,100.65,98.09,99.70,106.56
262,Djibouti,US dollar,Implicit Price Deflator - USD,13.74,14.62,17.00,20.23,26.39,26.34,28.93,35.36,42.02,44.14,48.08,49.60,50.98,50.87,51.14,53.37,58.40,60.29,63.64,67.18,66.23,69.78,68.09,65.02,70.60,66.69,68.46,64.74,65.73,67.14,69.13,70.55,70.55,71.97,74.18,76.46,73.59,77.31,84.77,83.40,84.85,87.92,91.14,96.32,97.60,100.00,100.40,100.65,98.09,99.70,106.56
212,Dominica,East Caribbean Dollar,GDP Index current prices - NC,3.16,3.48,3.64,4.27,5.64,6.28,7.38,8.48,10.57,10.17,13.46,15.18,16.56,18.25,20.19,22.10,25.00,28.09,31.64,34.24,37.25,40.64,43.29,45.41,48.89,50.77,54.05,56.03,59.62,61.35,61.67,62.91,61.62,63.49,67.91,67.36,72.17,77.93,84.73,90.45,91.32,92.66,89.88,92.15,96.20,100.00,106.56,96.29,102.60,113.09,93.69
212,Dominica,US dollar,GDP Index current prices - USD,4.26,4.76,5.12,5.88,7.41,7.81,7.62,8.48,10.57,10.17,13.46,15.18,16.56,18.25,20.19,22.10,25.00,28.09,31.64,34.24,37.25,40.64,43.29,45.41,48.89,50.77,54.05,56.03,59.62,61.35,61.67,62.91,61.62,63.49,67.91,67.36,72.17,77.93,84.73,90.45,91.32,92.66,89.88,92.15,96.20,100.00,106.56,96.29,102.60,113.09,93.69
212,Dominica,US dollar,GDP Index constant prices - USD,25.88,27.79,29.91,32.46,34.58,35.64,38.11,39.11,43.23,35.29,40.02,44.35,46.18,47.36,49.35,50.05,53.59,56.97,61.42,61.31,64.63,65.50,66.83,68.27,68.30,70.37,72.55,74.14,76.94,77.21,79.01,78.96,76.73,81.61,84.10,84.65,88.59,94.22,100.93,99.75,100.42,100.20,99.13,98.14,102.51,100.00,102.76,95.81,99.37,104.83,88.00
212,Dominica,East Caribbean Dollar,Implicit Price Deflator - NC,12.20,12.53,12.18,13.15,16.30,17.61,19.35,21.69,24.44,28.83,33.65,34.24,35.85,38.53,40.90,44.15,46.64,49.30,51.52,55.85,57.64,62.05,64.77,66.51,71.59,72.15,74.50,75.58,77.50,79.46,78.05,79.67,80.30,77.80,80.75,79.58,81.46,82.71,83.95,90.67,90.94,92.48,90.66,93.90,93.85,100.00,103.70,100.51,103.25,107.88,106.47
212,Dominica,US dollar,Implicit Price Deflator - USD,16.47,17.14,17.12,18.12,21.44,21.92,19.99,21.69,24.44,28.83,33.65,34.24,35.85,38.53,40.90,44.15,46.64,49.30,51.52,55.85,57.64,62.05,64.77,66.51,71.59,72.15,74.50,75.58,77.50,79.46,78.05,79.67,80.30,77.80,80.75,79.58,81.46,82.71,83.95,90.67,90.94,92.48,90.66,93.90,93.85,100.00,103.70,100.51,103.25,107.88,106.47
